date,temp_max,temp_min,temp_mean,precipitation_total,rain_total,snow_total,precipitation_hours,wind_speed_max,wind_gust_max,weather_code,sunshine_duration,daylight_duration
2019-05-11,19.5,11.2,16.0,3.9,3.9,0.0,5.0,19.3,40.0,61,39146.99,51569.55
2019-05-12,12.8,6.8,9.0,28.7,28.7,0.0,23.0,32.6,61.6,63,0.0,51693.18
2019-05-13,10.9,6.8,8.5,17.7,17.7,0.0,14.0,20.5,41.0,63,3600.0,51814.6
2019-05-14,11.9,6.9,9.0,5.1,5.1,0.0,12.0,16.4,30.2,53,1020.25,51933.69
2019-05-15,19.4,6.1,13.0,0.5,0.5,0.0,3.0,22.3,43.6,51,45486.12,52050.3
2019-05-16,20.6,9.6,15.7,0.8,0.8,0.0,6.0,15.4,36.4,51,48691.21,52164.29
2019-05-17,24.4,11.9,18.8,0.2,0.2,0.0,2.0,17.7,35.6,51,39615.34,52275.49
2019-05-18,22.9,11.2,16.7,0.0,0.0,0.0,0.0,16.2,28.8,3,48894.36,52383.75
2019-05-19,22.8,12.3,18.2,2.4,2.4,0.0,4.0,25.6,49.0,55,47441.0,52489.26
2019-05-20,28.0,18.7,23.1,1.7,1.7,0.0,5.0,26.5,61.9,53,47632.42,52592.85
2019-05-21,19.8,12.4,16.0,0.0,0.0,0.0,0.0,26.3,50.4,3,49181.6,52694.46
2019-05-22,22.2,10.4,16.7,0.0,0.0,0.0,0.0,16.2,32.4,3,46659.08,52794.0
2019-05-23,24.9,14.1,18.8,0.8,0.8,0.0,3.0,23.0,43.9,53,37003.31,52891.37
2019-05-24,23.2,14.6,19.6,0.3,0.3,0.0,1.0,32.8,64.1,51,47938.18,52986.44
2019-05-25,19.5,12.2,15.8,0.0,0.0,0.0,0.0,26.2,50.4,3,49535.76,53079.13
2019-05-26,29.0,15.1,21.8,3.0,3.0,0.0,5.0,20.9,39.6,61,43200.0,53169.33
2019-05-27,25.5,15.6,21.0,0.0,0.0,0.0,0.0,15.9,32.4,3,49656.98,53256.91
2019-05-28,20.8,15.9,18.4,6.9,6.9,0.0,9.0,30.8,57.6,61,15997.57,53341.79
2019-05-29,21.0,13.8,17.9,2.3,2.3,0.0,6.0,20.1,37.4,53,19328.21,53423.84
2019-05-30,20.4,13.2,16.8,14.4,14.4,0.0,9.0,17.0,42.8,63,13643.93,53502.95
2019-05-31,25.0,17.1,21.1,0.4,0.4,0.0,4.0,14.6,29.2,51,49836.14,53579.02
2019-06-01,25.9,15.6,19.9,0.0,0.0,0.0,0.0,17.4,37.4,3,49878.14,53651.92
2019-06-02,25.9,16.2,20.8,1.8,1.8,0.0,5.0,20.1,46.1,55,42366.16,53721.55
2019-06-03,20.8,11.9,16.7,0.0,0.0,0.0,0.0,25.8,50.4,2,49958.14,53787.8
2019-06-04,21.4,10.9,16.3,0.0,0.0,0.0,0.0,18.7,37.1,3,49995.97,53850.55
2019-06-05,26.2,16.2,21.0,6.4,6.4,0.0,5.0,21.2,42.8,63,29000.61,53909.7
2019-06-06,27.2,18.9,23.1,8.8,8.8,0.0,4.0,19.3,35.6,63,50066.87,53965.12
2019-06-07,25.5,16.7,20.5,0.0,0.0,0.0,0.0,16.9,33.8,3,45892.7,54016.7
2019-06-08,25.9,15.3,20.3,0.0,0.0,0.0,0.0,21.4,42.1,3,50131.32,54064.52
2019-06-09,23.7,13.6,18.5,0.0,0.0,0.0,0.0,22.1,43.9,3,50161.96,54108.94
2019-06-10,20.5,13.6,17.6,15.8,15.8,0.0,18.0,23.9,43.2,61,0.0,54149.97
2019-06-11,23.5,15.8,20.1,8.4,8.4,0.0,9.0,27.6,54.7,61,36240.15,54187.59
2019-06-12,22.2,13.1,17.8,0.0,0.0,0.0,0.0,21.6,42.5,3,50247.64,54221.75
2019-06-13,19.3,14.9,16.8,20.3,20.3,0.0,11.0,29.9,57.2,63,24408.88,54252.45
2019-06-14,22.6,14.3,17.9,0.3,0.3,0.0,3.0,27.9,53.3,51,50298.79,54279.64
2019-06-15,26.7,13.1,20.5,0.0,0.0,0.0,0.0,24.1,46.8,3,46391.4,54303.31
2019-06-16,26.5,17.8,22.3,4.4,4.4,0.0,13.0,19.7,45.0,53,27321.03,54323.45
2019-06-17,23.5,19.3,21.2,6.0,6.0,0.0,12.0,11.9,30.2,61,11254.65,54340.01
2019-06-18,24.7,19.2,21.0,15.0,15.0,0.0,19.0,15.2,34.9,63,2926.9,54352.99
2019-06-19,21.1,18.0,19.8,12.9,12.9,0.0,14.0,15.6,34.6,61,5531.7,54362.37
2019-06-20,26.2,19.0,22.1,10.6,10.6,0.0,15.0,15.8,39.2,63,21182.92,54368.12
2019-06-21,24.1,18.2,20.5,17.1,17.1,0.0,13.0,25.2,47.2,63,25238.35,54370.26
2019-06-22,24.2,15.8,20.4,0.0,0.0,0.0,0.0,23.1,43.9,2,50400.0,54368.75
2019-06-23,26.8,15.4,21.7,0.0,0.0,0.0,0.0,17.9,32.0,3,50400.0,54363.59
2019-06-24,28.0,16.1,22.4,0.0,0.0,0.0,0.0,11.8,22.0,3,36018.93,54354.77
2019-06-25,28.0,20.4,23.3,10.6,10.6,0.0,11.0,11.4,28.1,63,19588.62,54342.28
2019-06-26,29.8,20.4,25.0,0.0,0.0,0.0,0.0,17.3,31.0,3,50400.0,54326.11
